source_ru	canonical_en	layer	glossary_kind	priority	source_count	status	confidence	historical_person_tier	review_reason	g3_action	g3_review_priority	g3_review_reason	g4_action	g4_confidence	g4_review_priority	g4_review_reason	person_document_count	person_organization_count	alias_count	process_distribution	notes
Г.П. Адамяна	G.P. Adamyana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.С. Биткера	G.S. Bitkera	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.С. Герасимато	G.S. Gerasimato	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.С. Зайделя	G.S. Zaidelya	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.С. Люшкову	G.S. Lyushkovu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Г.Ф. Федоровым	G.F. Fedorovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
Д.А. Аникиным	D.A. Anikinym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
Д.А. Сниткиным	D.A. Snitkinym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	0	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Д.А. Тайца	D.A. Taitsa	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Д.В. Полуяна	D.V. Poluyana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
Д.М. Лупашко	D.M. Lupashko	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Д.П. Розита	D.P. Rozita	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	6	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Д.С. Тайца	D.S. Taitsa	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Д.Ф. Бузиным	D.F. Buzinym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	0	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Е.В. Пикель	E.V. Pikel	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	0	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Е.И. Лакиды	E.I. Lakidy	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
Е.М. Пружанской	E.M. Pruzhanskoi	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Е.М. Ярославским	E.M. Yaroslavskim	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
Е.Ф. Куликовым	E.F. Kulikovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
Е.Я. Буклея	E.Ya. Bukleya	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
З.Е. Саркисьяна	Z.E. Sarkisyana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
З.И. Фридмана	Z.I. Fridmana	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
И.А. Акулову	I.A. Akulovu	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	6	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
И.В. Больших	I.V. Bolshikh	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
И.В. Вардин-Мгеладзе	I.V. Vardin-Mgeladze	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
И.Е. Шмундака	I.E. Shmundaka	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
И.И. Граше	I.I. Grashe	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	6	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
И.И. Звады	I.I. Zvady	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	0	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
И.И. Койген	I.I. Koigen	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	7	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
И.И. Рейногльда	I.I. Reinoglda	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
И.И. Рыстика	I.I. Rystika	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
И.К. Гогуа	I.K. Gogua	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
И.М. Орловская-Мрачковская	I.M. Orlovskaya-Mrachkovskaya	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
И.Н. Дорошенко	I.N. Doroshenko	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
И.Н. Зеликсона	I.N. Zeliksona	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	6	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
И.Ф. Флакса	I.F. Flaksa	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
И.Э. Якире	I.E. Yakire	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
И.Я. Одыня	I.Ya. Odynya	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
К.А. Довганя	K.A. Dovganya	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	5	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
К.Д. Мучниковым	K.D. Muchnikovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	automatic transliteration seed; human review recommended before production glossary
К.К. Боштедта	K.K. Boshtedta	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
К.К. Мухановым	K.K. Mukhanovym	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
К.Я. Янсона	K.Ya. Yansona	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.И. Мадьяра	L.I. Madyara	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	2	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
Л.И. Мадьяром	L.I. Madyarom	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
Л.К. Пелипейко	L.K. Pelipeiko	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	КРЕМЛЕВСКОЕ ДЕЛО:1	automatic transliteration seed; human review recommended before production glossary
Л.Л. Авербахе	L.L. Averbakhe	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	3	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.М. Островской	L.M. Ostrovskoi	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok			low	person_multiple_org_contexts_not_approved					1	4	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.Ю. Брик	L.Yu. Brik	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	automatic transliteration seed; human review recommended before production glossary
Л.Я. Файвиловичем	L.Ya. Faivilovichem	people	person_name	low	1	auto_transliterated_needs_review	low	tier4_auto_ok									1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	automatic transliteration seed; human review recommended before production glossary
