person	role	role_class	document_count	person_total_documents	share_of_person_documents
Р.Г. Миндель	правый	political_label	1	1	1.0
Р.И. Тодорской	вредитель	accusatory_label	1	1	1.0
Р.И. Тодорской	член	generic_membership	1	1	1.0
Р.И. Тодорской	комиссар	office_position	1	1	1.0
Р.И. Тодорской	нарком	office_position	1	1	1.0
Р.И. Тодорской	наркомвнудел	office_position	1	1	1.0
Р.И. Тодорской	начальник	office_position	1	1	1.0
Р.И. Тодорской	руководитель	office_position	1	1	1.0
Р.И. Тодорской	секретарь	office_position	1	1	1.0
Р.И. Тодорской	троцкист	political_label	1	1	1.0
Р.И. Эйхе	член	generic_membership	1	1	1.0
Р.И. Эйхе	заместитель	office_position	1	1	1.0
Р.И. Эйхе	начальник	office_position	1	1	1.0
Р.И. Эйхе	секретарь	office_position	1	1	1.0
Р.И. Эйхе	троцкист	political_label	1	1	1.0
Р.М. Кулишера	член	generic_membership	1	4	0.25
Р.М. Кулишера	представитель	generic_representative	1	4	0.25
Р.М. Кулишера	нарком	office_position	1	4	0.25
Р.М. Кулишера	секретарь	office_position	1	4	0.25
Р.М. Кулишера	троцкист	political_label	1	4	0.25
Р.М. Кулишера	свидетель	trial_role	1	4	0.25
Р.П. Катаняна	прокурор	office_position	1	1	1.0
Р.П. Катаняна	троцкист	political_label	1	1	1.0
Р.С. Беннет	агент	accusatory_or_intelligence_label	1	2	0.5
Р.С. Беннет	кандидат	generic_membership	1	2	0.5
Р.С. Беннет	нарком	office_position	1	2	0.5
Р.С. Беннет	правый	political_label	1	2	0.5
Р.Ф. Брамбилло	вредитель	accusatory_label	1	1	1.0
Р.Ф. Брамбилло	член	generic_membership	1	1	1.0
Р.Ф. Брамбилло	директор	office_position	1	1	1.0
Р.Ф. Брамбилло	начальник	office_position	1	1	1.0
Р.Ф. Брамбилло	секретарь	office_position	1	1	1.0
Р.Ф. Брамбилло	обвиняемый	trial_role	1	1	1.0
Радек	наркомвнудел	office_position	1	25	0.04
Радин	кандидат	generic_membership	1	2	0.5
Радин	сотрудник	generic_staff	1	2	0.5
Радин	адвокат	office_position	1	2	0.5
Радин	заместитель	office_position	1	2	0.5
Радин	начальник	office_position	1	2	0.5
Радин	руководитель	office_position	1	2	0.5
Радин	свидетель	trial_role	1	2	0.5
Рыков	директор	office_position	1	18	0.0556
Рыков	корреспондент	office_position	1	18	0.0556
Рыков	прокурор	office_position	1	18	0.0556
С.А. Асилова	член	generic_membership	1	1	1.0
С.А. Асилова	директор	office_position	1	1	1.0
С.А. Асилова	комиссар	office_position	1	1	1.0
С.А. Асилова	нарком	office_position	1	1	1.0
С.А. Асилова	редактор	office_position	1	1	1.0
С.А. Асилова	секретарь	office_position	1	1	1.0
С.А. Асилова	троцкист	political_label	1	1	1.0
С.А. Асилова	обвиняемый	trial_role	1	1	1.0
С.А. Бабенко	член	generic_membership	1	1	1.0
С.А. Бабенко	заместитель	office_position	1	1	1.0
С.А. Бабенко	троцкист	political_label	1	1	1.0
С.А. Гоглидзе	нарком	office_position	1	2	0.5
С.А. Гоглидзе	наркомвнудел	office_position	1	2	0.5
С.А. Гоглидзе	руководитель	office_position	1	2	0.5
С.А. Гоглидзе	секретарь	office_position	1	2	0.5
С.А. Гоглидзе	правый	political_label	1	2	0.5
С.А. Посвольского	член	generic_membership	1	1	1.0
С.А. Посвольского	директор	office_position	1	1	1.0
С.А. Посвольского	нарком	office_position	1	1	1.0
С.А. Посвольского	председатель	office_position	1	1	1.0
С.А. Посвольского	прокурор	office_position	1	1	1.0
С.А. Посвольского	руководитель	office_position	1	1	1.0
С.А. Посвольского	секретарь	office_position	1	1	1.0
С.А. Посвольского	троцкист	political_label	1	1	1.0
С.А. Раевского	член	generic_membership	1	1	1.0
С.А. Раевского	правый	political_label	1	1	1.0
С.А. Раевского	троцкист	political_label	1	1	1.0
С.А. Ратайчаком	вредитель	accusatory_label	1	2	0.5
С.А. Ратайчаком	кандидат	generic_membership	1	2	0.5
С.А. Ратайчаком	представитель	generic_representative	1	2	0.5
С.А. Ратайчаком	директор	office_position	1	2	0.5
С.А. Ратайчаком	нарком	office_position	1	2	0.5
С.А. Ратайчаком	председатель	office_position	1	2	0.5
С.А. Ратайчаком	следователь	office_position	1	2	0.5
С.А. Розентретера	член	generic_membership	1	1	1.0
С.А. Розентретера	корреспондент	office_position	1	1	1.0
С.А. Розентретера	троцкист	political_label	1	1	1.0
С.А. Руднева	член	generic_membership	1	1	1.0
С.А. Саркисова	директор	office_position	1	1	1.0
С.А. Саркисова	секретарь	office_position	1	1	1.0
С.А. Саркисова	троцкист	political_label	1	1	1.0
С.А. Туровского	комиссар	office_position	1	1	1.0
С.А. Туровского	нарком	office_position	1	1	1.0
С.А. Туровского	троцкист	political_label	1	1	1.0
С.А. Чихладзе	директор	office_position	1	6	0.1667
С.А. Чихладзе	начальник	office_position	1	6	0.1667
С.А. Чихладзе	правый	political_label	1	6	0.1667
С.А. Шахиджанян	троцкист	political_label	1	1	1.0
С.В. Мрачковский	агент	accusatory_or_intelligence_label	1	8	0.125
С.В. Мрачковский	следователь	office_position	1	8	0.125
С.В. Мрачковский	правый	political_label	1	8	0.125
С.В. Мрачковском	директор	office_position	1	1	1.0
С.В. Мрачковском	прокурор	office_position	1	1	1.0
С.В. Мрачковском	руководитель	office_position	1	1	1.0
С.В. Мрачковском	правый	political_label	1	1	1.0
С.В. Мрачковском	троцкист	political_label	1	1	1.0
С.В. Мрачковском	свидетель	trial_role	1	1	1.0
С.В. Носова	кандидат	generic_membership	1	1	1.0
С.В. Носова	член	generic_membership	1	1	1.0
С.В. Носова	представитель	generic_representative	1	1	1.0
С.В. Носова	директор	office_position	1	1	1.0
С.В. Носова	комиссар	office_position	1	1	1.0
С.В. Носова	нарком	office_position	1	1	1.0
С.В. Носова	наркомвнудел	office_position	1	1	1.0
С.В. Носова	начальник	office_position	1	1	1.0
С.В. Носова	секретарь	office_position	1	1	1.0
С.В. Носова	правый	political_label	1	1	1.0
С.В. Носова	троцкист	political_label	1	1	1.0
С.В. Носова	свидетель	trial_role	1	1	1.0
С.В. Слащева	член	generic_membership	1	1	1.0
С.В. Слащева	сотрудник	generic_staff	1	1	1.0
С.В. Слащева	троцкист	political_label	1	1	1.0
С.Г. Виноградова	правый	political_label	1	1	1.0
С.Г. Виноградова	троцкист	political_label	1	1	1.0
С.Г. Гродзенского	член	generic_membership	1	1	1.0
С.Г. Гродзенского	директор	office_position	1	1	1.0
С.Г. Гродзенского	комиссар	office_position	1	1	1.0
С.Г. Гродзенского	председатель	office_position	1	1	1.0
С.Г. Гродзенского	руководитель	office_position	1	1	1.0
С.Г. Гродзенского	правый	political_label	1	1	1.0
С.Г. Гродзенского	троцкист	political_label	1	1	1.0
С.Г. Радомысльского	сотрудник	generic_staff	1	2	0.5
С.Г. Радомысльского	редактор	office_position	1	2	0.5
С.Г. Радомысльского	руководитель	office_position	1	2	0.5
С.Г. Радомысльского	троцкист	political_label	1	2	0.5
С.Г. Радомысльского	свидетель	trial_role	1	2	0.5
С.Г. Семенова	член	generic_membership	1	1	1.0
С.Г. Семенова	руководитель	office_position	1	1	1.0
С.Г. Семенова	троцкист	political_label	1	1	1.0
С.Г. Семенова	обвиняемый	trial_role	1	1	1.0
С.Г. Томсинского	член	generic_membership	1	1	1.0
С.Г. Томсинского	директор	office_position	1	1	1.0
С.Г. Томсинского	комиссар	office_position	1	1	1.0
С.Г. Томсинского	нарком	office_position	1	1	1.0
С.Г. Томсинского	председатель	office_position	1	1	1.0
С.Г. Томсинского	руководитель	office_position	1	1	1.0
С.Г. Томсинского	троцкист	political_label	1	1	1.0
С.Е. Эйдмана	агент	accusatory_or_intelligence_label	1	1	1.0
С.Е. Эйдмана	член	generic_membership	1	1	1.0
С.Е. Эйдмана	представитель	generic_representative	1	1	1.0
С.Е. Эйдмана	заместитель	office_position	1	1	1.0
С.Е. Эйдмана	комиссар	office_position	1	1	1.0
С.Е. Эйдмана	начальник	office_position	1	1	1.0
С.Е. Эйдмана	руководитель	office_position	1	1	1.0
С.Е. Эйдмана	секретарь	office_position	1	1	1.0
С.Е. Эйдмана	троцкист	political_label	1	1	1.0
С.Е. Эйдмана	обвиняемый	trial_role	1	1	1.0
С.И. Кавтарадзе	член	generic_membership	1	1	1.0
С.И. Кавтарадзе	представитель	generic_representative	1	1	1.0
С.И. Кавтарадзе	директор	office_position	1	1	1.0
С.И. Кавтарадзе	комиссар	office_position	1	1	1.0
С.И. Кавтарадзе	нарком	office_position	1	1	1.0
